Date,Time,SWR,RSSI(dB),RxBt(V),Cels(gRe),Tmp2(@C),RPM(rpm),Tmp1(@C),Rud,Ele,Thr,Ail,S1,S2,S3,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH
2016-02-21,04:13:39.750,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:39.950,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:40.150,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:40.350,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:40.550,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:40.750,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:40.950,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:41.150,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:41.350,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:41.550,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:41.750,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:41.950,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:42.150,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:42.350,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:42.550,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:42.750,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:42.950,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:43.160,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:43.370,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:43.580,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:43.780,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:43.980,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:44.180,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:44.380,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:44.580,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:44.780,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:44.980,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:45.180,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:45.390,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:45.600,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:45.810,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:46.020,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:46.230,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:46.440,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:46.650,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:46.860,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:47.070,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:47.280,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:47.480,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:47.680,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:47.880,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:48.080,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:48.280,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:48.480,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:48.680,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:48.880,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:49.080,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:49.280,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:49.480,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:49.680,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:49.880,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:50.080,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:50.280,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:50.480,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:50.680,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:50.880,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:51.080,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:51.280,7,0,5.2,23.34,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:51.480,7,94,5.0,23.38,23,1100,26,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:51.680,7,94,4.7,23.38,23,4116,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:51.880,7,94,4.8,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:52.080,7,95,4.9,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:52.290,7,93,5.0,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:52.500,7,94,5.1,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:52.710,7,94,5.1,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:52.920,7,94,5.2,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:53.120,7,87,5.2,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:53.320,7,89,5.2,23.40,23,1656,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:53.520,7,89,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:53.720,7,89,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:53.920,7,80,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:54.120,7,79,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:54.320,7,79,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:54.520,7,80,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:54.720,7,77,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:54.920,7,79,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:55.120,7,79,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:55.320,7,77,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:55.520,7,81,5.2,23.40,23,1031,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:55.720,7,81,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:55.920,7,81,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:56.120,7,79,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:56.320,7,81,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:56.520,7,78,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:56.720,7,76,5.2,23.40,23,1382,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:56.930,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:57.130,7,76,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:57.340,7,81,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:57.550,7,80,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:57.750,7,79,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:57.950,7,81,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:58.150,7,76,5.1,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:58.350,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:58.550,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:58.750,7,91,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:58.950,7,84,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:59.150,7,82,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:59.350,7,90,5.3,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:59.550,7,78,5.3,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:59.760,7,83,5.3,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:13:59.970,7,79,5.3,23.38,23,1473,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:00.180,7,82,5.3,23.34,23,2438,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:00.380,7,81,5.2,23.34,23,3322,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:00.590,7,83,5.2,23.34,23,3354,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:00.800,7,85,5.2,23.34,23,3131,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:01.010,7,81,5.2,23.34,23,2841,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:01.220,7,81,5.2,23.40,23,2476,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:01.430,7,81,5.2,23.40,23,2994,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:01.640,7,82,5.2,23.40,23,4173,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:01.850,7,82,5.3,23.34,23,6231,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:02.060,7,82,5.3,23.38,23,7140,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:02.270,7,82,5.3,23.40,23,7735,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:02.480,7,82,5.3,23.40,23,8462,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:02.690,7,87,5.3,23.40,23,8204,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:02.890,7,81,5.3,23.40,23,7810,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:03.090,7,80,5.3,23.40,23,7216,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:03.290,7,81,5.3,23.36,23,6870,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:03.490,7,85,5.3,23.36,23,6750,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:03.690,7,82,5.3,23.34,23,6676,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:03.900,7,85,5.3,23.34,23,6619,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:04.100,7,84,5.2,23.34,23,6385,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:04.300,7,83,5.2,23.34,23,5631,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:04.500,7,83,5.2,23.34,23,4744,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:04.710,7,84,5.2,23.34,23,3950,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:04.920,7,84,5.2,23.34,23,2464,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:05.130,7,84,5.2,23.34,23,1735,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:05.330,7,85,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:05.530,7,80,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:05.730,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:05.930,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:06.140,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:06.340,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:06.550,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:06.760,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:06.970,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:07.180,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:07.390,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:07.600,7,89,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:07.810,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:08.010,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:08.210,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:08.410,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:08.610,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:08.810,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:09.010,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:09.210,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:09.410,7,82,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:09.610,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:09.820,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:10.020,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:10.220,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:10.420,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:10.620,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:10.820,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:11.020,7,83,5.2,23.34,23,1100,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:11.220,7,83,5.2,23.36,23,7216,25,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:11.430,7,78,5.2,23.36,23,6231,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:11.630,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:11.830,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:12.040,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:12.250,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:12.460,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:12.670,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:12.880,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:13.090,7,75,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:13.290,7,76,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:13.500,7,76,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:13.710,7,76,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:13.920,7,76,5.2,23.40,23,1428,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:14.130,7,76,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:14.340,7,76,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:14.550,7,76,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:14.760,7,76,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:14.970,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:15.180,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:15.390,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:15.590,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:15.790,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:15.990,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:16.190,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:16.390,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2016-02-21,04:14:16.590,7,78,5.2,23.40,23,1471,24,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
